station 404950,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1956-02-18T12,1956,02,18,12,1.37,321
1975-02-05T00,1975,02,05,00,1.37,322
2002-10-21T11,2002,10,21,11,1.37,323
2004-04-13T06,2004,04,13,06,1.37,324
1955-12-04T12,1955,12,04,12,1.36,325
1958-04-26T18,1958,04,26,18,1.36,326
1970-04-02T11,1970,04,02,11,1.36,327
1950-12-07T18,1950,12,07,18,1.35,328
1984-02-29T03,1984,02,29,03,1.35,329
1986-11-25T08,1986,11,25,08,1.35,330
1967-01-28T14,1967,01,28,14,1.34,331
1999-01-24T07,1999,01,24,07,1.34,332
2008-01-11T06,2008,01,11,06,1.34,333
1954-04-01T11,1954,04,01,11,1.33,334
1957-12-20T22,1957,12,20,22,1.33,335
1976-02-19T05,1976,02,19,05,1.33,336
1988-11-06T14,1988,11,06,14,1.33,337
1999-01-15T01,1999,01,15,01,1.33,338
1991-12-10T20,1991,12,10,20,1.32,339
1993-04-02T04,1993,04,02,04,1.32,340
1953-04-14T01,1953,04,14,01,1.31,341
1954-12-06T23,1954,12,06,23,1.31,342
2001-12-14T06,2001,12,14,06,1.31,343
2006-10-28T07,2006,10,28,07,1.31,344
1960-02-14T13,1960,02,14,13,1.30,345
1964-11-26T00,1964,11,26,00,1.30,346
1982-12-12T12,1982,12,12,12,1.30,347
1988-11-21T09,1988,11,21,09,1.30,348
1970-03-12T16,1970,03,12,16,1.29,349
1991-04-20T12,1991,04,20,12,1.29,350
1996-11-19T21,1996,11,19,21,1.29,351
1997-02-23T10,1997,02,23,10,1.29,352
2001-12-10T20,2001,12,10,20,1.29,353
2008-04-28T21,2008,04,28,21,1.29,354
2010-01-31T10,2010,01,31,10,1.29,355
1975-01-12T18,1975,01,12,18,1.28,356
1984-02-15T00,1984,02,15,00,1.28,357
2005-03-29T14,2005,03,29,14,1.28,358
1958-11-29T19,1958,11,29,19,1.27,359
1978-12-05T00,1978,12,05,00,1.27,360
1986-10-14T08,1986,10,14,08,1.27,361
1991-03-04T20,1991,03,04,20,1.27,362
2005-01-08T06,2005,01,08,06,1.27,363
1952-01-28T08,1952,01,28,08,1.26,364
1998-01-28T16,1998,01,28,16,1.26,365
1966-03-04T11,1966,03,04,11,1.25,366
1971-02-23T08,1971,02,23,08,1.25,367
1972-02-26T15,1972,02,26,15,1.25,368
1979-11-02T20,1979,11,02,20,1.25,369
1981-02-03T02,1981,02,03,02,1.25,370
2000-04-25T21,2000,04,25,21,1.25,371
2001-02-22T20,2001,02,22,20,1.25,372
2003-11-06T17,2003,11,06,17,1.25,373
1953-02-16T07,1953,02,16,07,1.24,374
1975-10-17T16,1975,10,17,16,1.24,375
1986-04-08T13,1986,04,08,13,1.24,376
1993-01-09T16,1993,01,09,16,1.24,377
1963-11-02T00,1963,11,02,00,1.23,378
1964-02-16T09,1964,02,16,09,1.23,379
1978-01-26T10,1978,01,26,10,1.23,380
1981-03-31T00,1981,03,31,00,1.23,381
1981-12-02T07,1981,12,02,07,1.23,382
1999-02-28T13,1999,02,28,13,1.23,383
1999-11-26T12,1999,11,26,12,1.23,384
1951-02-20T23,1951,02,20,23,1.22,385
1968-04-01T14,1968,04,01,14,1.22,386
1971-12-07T08,1971,12,07,08,1.22,387
1975-12-31T18,1975,12,31,18,1.22,388
1959-10-15T00,1959,10,15,00,1.21,389
1960-03-30T11,1960,03,30,11,1.21,390
1967-11-24T14,1967,11,24,14,1.21,391
1969-03-19T07,1969,03,19,07,1.21,392
1980-12-11T03,1980,12,11,03,1.21,393
1984-03-29T21,1984,03,29,21,1.21,394
2008-04-06T03,2008,04,06,03,1.21,395
1951-12-15T19,1951,12,15,19,1.20,396
1984-02-24T18,1984,02,24,18,1.20,397
1989-02-28T18,1989,02,28,18,1.20,398
1993-01-25T22,1993,01,25,22,1.20,399
1965-03-18T04,1965,03,18,04,1.19,400
1972-03-03T14,1972,03,03,14,1.19,401
1972-12-16T06,1972,12,16,06,1.19,402
2008-12-26T10,2008,12,26,10,1.19,403
1962-10-03T15,1962,10,03,15,1.18,404
1963-11-06T17,1963,11,06,17,1.18,405
1985-04-16T14,1985,04,16,14,1.18,406
1964-04-24T00,1964,04,24,00,1.17,407
1978-04-18T21,1978,04,18,21,1.17,408
1998-12-24T00,1998,12,24,00,1.17,409
1963-01-12T06,1963,01,12,06,1.16,410
1992-11-22T20,1992,11,22,20,1.16,411
2006-11-16T20,2006,11,16,20,1.16,412
2009-01-29T03,2009,01,29,03,1.16,413
1970-01-31T02,1970,01,31,02,1.15,414
1981-04-06T04,1981,04,06,04,1.15,415
1956-04-12T14,1956,04,12,14,1.14,416
1959-10-09T13,1959,10,09,13,1.14,417
1964-03-27T01,1964,03,27,01,1.14,418
1966-12-29T15,1966,12,29,15,1.14,419
1981-04-18T09,1981,04,18,09,1.14,420
1999-11-03T04,1999,11,03,04,1.14,421
1953-01-01T10,1953,01,01,10,1.13,422
1980-01-19T04,1980,01,19,04,1.13,423
1982-11-28T23,1982,11,28,23,1.13,424
1989-03-21T19,1989,03,21,19,1.13,425
1998-10-09T07,1998,10,09,07,1.13,426
1975-10-09T10,1975,10,09,10,1.12,427
1961-02-08T13,1961,02,08,13,1.11,428
1959-12-13T13,1959,12,13,13,1.10,429
1960-01-07T08,1960,01,07,08,1.10,430
1962-12-22T13,1962,12,22,13,1.10,431
1970-12-12T16,1970,12,12,16,1.10,432
1975-12-26T09,1975,12,26,09,1.09,433
2004-04-26T12,2004,04,26,12,1.09,434
2006-11-08T14,2006,11,08,14,1.09,435
2007-04-05T07,2007,04,05,07,1.09,436
2007-04-27T13,2007,04,27,13,1.09,437
1954-12-19T11,1954,12,19,11,1.08,438
1963-02-20T17,1963,02,20,17,1.08,439
1980-11-24T15,1980,11,24,15,1.08,440
1995-01-07T17,1995,01,07,17,1.08,441
2005-11-22T15,2005,11,22,15,1.08,442
2012-01-09T15,2012,01,09,15,1.08,443
1954-01-11T23,1954,01,11,23,1.07,444
1954-04-18T07,1954,04,18,07,1.07,445
1960-10-20T19,1960,10,20,19,1.07,446
1968-12-23T05,1968,12,23,05,1.07,447
1995-01-29T06,1995,01,29,06,1.07,448
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
