station 52220,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1984-02-14T23,1984,02,14,23,0.39,283
1986-02-20T13,1986,02,20,13,0.39,284
1950-01-25T05,1950,01,25,05,0.38,285
1951-11-02T09,1951,11,02,09,0.38,286
1953-10-23T08,1953,10,23,08,0.38,287
1958-11-17T13,1958,11,17,13,0.38,288
1959-01-29T06,1959,01,29,06,0.38,289
1967-03-07T08,1967,03,07,08,0.38,290
1976-04-17T18,1976,04,17,18,0.38,291
1985-11-01T10,1985,11,01,10,0.38,292
1988-03-02T18,1988,03,02,18,0.38,293
1990-10-08T19,1990,10,08,19,0.38,294
1949-10-30T06,1949,10,30,06,0.37,295
1956-03-07T14,1956,03,07,14,0.37,296
1959-01-15T08,1959,01,15,08,0.37,297
1961-11-18T04,1961,11,18,04,0.37,298
1966-02-09T12,1966,02,09,12,0.37,299
1977-11-08T08,1977,11,08,08,0.37,300
1984-12-13T22,1984,12,13,22,0.37,301
1985-03-30T15,1985,03,30,15,0.37,302
1991-10-30T04,1991,10,30,04,0.37,303
1951-10-21T23,1951,10,21,23,0.36,304
1962-04-07T19,1962,04,07,19,0.36,305
1965-11-27T22,1965,11,27,22,0.36,306
1965-12-15T19,1965,12,15,19,0.36,307
1967-01-27T09,1967,01,27,09,0.36,308
1968-10-09T06,1968,10,09,06,0.36,309
1983-04-28T20,1983,04,28,20,0.36,310
1990-03-14T04,1990,03,14,04,0.36,311
1951-03-18T22,1951,03,18,22,0.35,312
1953-12-03T11,1953,12,03,11,0.35,313
1967-04-09T23,1967,04,09,23,0.35,314
1983-11-10T09,1983,11,10,09,0.35,315
1987-11-27T18,1987,11,27,18,0.35,316
1988-12-08T04,1988,12,08,04,0.35,317
1989-11-01T13,1989,11,01,13,0.35,318
1964-03-25T15,1964,03,25,15,0.34,319
1968-11-14T21,1968,11,14,21,0.34,320
1964-02-25T12,1964,02,25,12,0.33,321
1981-04-04T18,1981,04,04,18,0.33,322
1949-04-15T04,1949,04,15,04,0.32,323
1955-03-16T10,1955,03,16,10,0.32,324
1956-01-30T17,1956,01,30,17,0.32,325
1969-03-08T04,1969,03,08,04,0.32,326
1980-11-24T19,1980,11,24,19,0.32,327
1991-03-27T14,1991,03,27,14,0.32,328
1949-12-11T20,1949,12,11,20,0.31,329
1952-11-09T12,1952,11,09,12,0.31,330
1955-11-08T07,1955,11,08,07,0.31,331
1962-03-30T20,1962,03,30,20,0.31,332
1965-03-02T16,1965,03,02,16,0.31,333
1965-04-06T05,1965,04,06,05,0.31,334
1949-04-28T06,1949,04,28,06,0.30,335
1950-03-13T01,1950,03,13,01,0.30,336
1954-03-02T21,1954,03,02,21,0.30,337
