station 356751,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1999-11-18T09,1999,11,18,09,1.02,414
1990-11-26T00,1990,11,26,00,1.01,415
1992-04-30T14,1992,04,30,14,1.01,416
2008-03-14T17,2008,03,14,17,1.01,417
1964-01-02T03,1964,01,02,03,1.00,418
1957-12-01T15,1957,12,01,15,0.99,419
1963-11-09T07,1963,11,09,07,0.99,420
1963-12-21T03,1963,12,21,03,0.99,421
2004-01-24T16,2004,01,24,16,0.99,422
2011-02-16T09,2011,02,16,09,0.99,423
1979-02-12T00,1979,02,12,00,0.98,424
1980-11-29T08,1980,11,29,08,0.98,425
1989-01-09T22,1989,01,09,22,0.98,426
1990-10-22T06,1990,10,22,06,0.98,427
1999-10-28T20,1999,10,28,20,0.98,428
2011-04-26T02,2011,04,26,02,0.98,429
1960-01-30T02,1960,01,30,02,0.97,430
1972-11-05T01,1972,11,05,01,0.97,431
1985-03-24T20,1985,03,24,20,0.97,432
2000-02-27T04,2000,02,27,04,0.97,433
2003-12-25T21,2003,12,25,21,0.97,434
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
